CustomerID,Tenure_Months,Monthly_Charges,Total_Tickets,Contract_Type,Tech_Support,Churn
1387,12,119.41,5,Month-to-month,Yes,0
1388,18,119.41,2,Month-to-month,No,0
1389,15,119.41,1,One year,Yes,0
1390,27,119.41,1,Month-to-month,No,0
1391,60,119.41,8,Month-to-month,No,1
1392,46,119.41,4,One year,Yes,0
1393,17,119.41,6,Month-to-month,Yes,1
1394,53,119.41,4,Month-to-month,Yes,0
1395,8,119.41,6,Month-to-month,No,1
1396,27,119.41,3,Two year,No,0
1397,46,119.41,7,One year,No,0
1398,50,119.41,9,Month-to-month,Yes,1
1399,71,119.41,9,One year,No,0
1400,3,119.41,6,Month-to-month,Yes,1
1401,64,119.41,9,One year,No,1
1402,44,119.41,4,One year,No,0
1403,53,119.41,5,Two year,No,0
1404,24,119.41,4,Month-to-month,No,0
1405,60,119.41,6,Two year,No,1
1406,3,119.41,1,Two year,Yes,0
1407,20,119.41,4,Two year,No,0
1408,46,119.41,9,One year,No,1
1409,15,119.41,2,Month-to-month,No,0
1410,25,119.41,8,Month-to-month,Yes,1
1411,71,119.41,5,Month-to-month,No,0
1412,17,119.41,9,Month-to-month,No,1
1413,9,119.41,2,One year,No,0
1414,38,119.41,6,One year,Yes,1
1415,48,119.41,3,Two year,No,0
1416,60,119.41,2,Month-to-month,No,0
1417,63,119.41,7,Month-to-month,No,1
1418,2,119.41,3,One year,No,0
1419,11,119.41,0,Month-to-month,No,1
1420,64,119.41,5,Month-to-month,No,0
1421,21,119.41,9,Two year,No,1
1422,18,119.41,0,One year,No,0
1423,64,119.41,4,Month-to-month,No,0
1424,38,119.41,6,Two year,Yes,1
1425,32,119.41,5,One year,No,0
1426,11,119.41,1,One year,No,0
1427,45,119.41,3,Two year,No,0
1428,33,119.41,1,Month-to-month,No,0
1429,41,119.41,0,One year,Yes,0
1430,8,119.41,2,Month-to-month,No,1
1431,11,119.41,2,Month-to-month,Yes,1
1432,51,119.41,6,Two year,No,1
1433,41,119.41,0,One year,No,0
1434,17,119.41,8,One year,No,0
1435,46,119.41,5,Two year,No,0
1436,32,119.41,3,Two year,No,0
1437,54,119.41,2,Two year,No,0
1438,20,119.41,2,Month-to-month,Yes,0
1439,33,119.41,1,Month-to-month,No,0
1440,40,119.41,1,Month-to-month,No,0
1441,32,119.41,9,Month-to-month,Yes,1
1442,2,119.41,4,Month-to-month,No,1
1443,33,119.41,8,One year,No,0
1444,30,119.41,1,One year,Yes,0
1445,33,119.41,1,Two year,Yes,0
1446,26,119.41,5,One year,Yes,0
1447,22,119.41,9,One year,No,1
1448,66,119.41,1,Month-to-month,No,0
1449,38,119.41,3,Month-to-month,No,0
1450,46,119.41,5,Month-to-month,No,0
1451,15,119.41,4,One year,Yes,0
1452,44,119.41,0,Month-to-month,No,0
1453,49,119.41,5,One year,Yes,0
1454,61,119.41,0,One year,Yes,0
1455,67,119.41,2,Month-to-month,No,0
1456,6,119.41,9,Month-to-month,Yes,1
1457,9,119.41,4,Month-to-month,No,1
1458,6,119.41,9,Month-to-month,No,1
1459,32,119.41,4,One year,Yes,0
1460,41,119.41,9,One year,No,1
1461,8,119.41,5,One year,No,0
1462,50,119.41,9,Two year,No,0
1463,62,119.41,7,One year,Yes,0
1464,62,119.41,4,Two year,Yes,0
1465,7,119.41,0,Month-to-month,No,1
1466,4,119.41,4,One year,No,0
1467,6,119.41,2,Month-to-month,Yes,1
1468,58,119.41,3,Month-to-month,No,0
1469,22,119.41,7,Month-to-month,Yes,1
1470,26,119.41,6,One year,Yes,1
1471,3,119.41,4,Month-to-month,Yes,1
1472,41,119.41,1,Month-to-month,No,0
1473,60,119.41,5,Two year,Yes,0
1474,14,119.41,5,Two year,No,0
1475,12,119.41,9,One year,No,1
1476,12,119.41,9,One year,Yes,1
1477,13,119.41,5,Two year,No,0
1478,25,119.41,8,One year,No,0
1479,45,119.41,7,Month-to-month,No,1
1480,19,119.41,7,Two year,No,0
1481,55,119.41,0,One year,No,0
1482,45,119.41,4,Month-to-month,Yes,0
1483,8,119.41,6,Month-to-month,No,1
1484,53,119.41,5,Month-to-month,Yes,0
1485,55,119.41,4,Two year,No,0
1486,32,119.41,7,Month-to-month,Yes,1
1487,51,119.41,2,Two year,Yes,0
1488,44,119.41,5,Two year,No,0
1489,70,119.41,4,One year,Yes,0
1490,18,119.41,7,One year,No,0
1491,22,119.41,3,Month-to-month,Yes,0
1492,37,119.41,7,Month-to-month,No,1
1493,56,119.41,9,Month-to-month,Yes,1
1494,59,119.41,1,One year,No,0
1495,3,119.41,8,Month-to-month,No,1
1496,28,119.41,8,Month-to-month,No,1
1497,35,119.41,9,Month-to-month,Yes,1
1498,61,119.41,9,Two year,No,1
1499,54,119.41,5,Month-to-month,No,0
1500,63,119.41,3,Two year,No,0
1501,7,119.41,3,Month-to-month,No,1
1502,49,119.41,5,One year,No,0
1503,31,119.41,4,Month-to-month,No,0
1504,58,119.41,5,One year,Yes,0
1505,61,119.41,6,One year,Yes,1
1506,24,119.41,6,Month-to-month,No,1
1507,20,119.41,8,One year,Yes,1
1508,37,119.41,7,One year,Yes,1
1509,4,119.41,5,One year,Yes,0
1510,20,119.41,5,One year,Yes,0
1511,60,119.41,4,Month-to-month,No,0
1512,24,119.41,0,One year,No,0
1513,50,119.41,8,Two year,No,1
1514,49,119.41,8,Two year,No,0
1515,51,119.41,8,Two year,No,0
1516,36,119.41,7,Month-to-month,No,1
1517,66,119.41,9,One year,No,1
1518,34,119.41,2,One year,No,0
1519,36,119.41,0,Month-to-month,No,0
1520,6,119.41,7,Two year,No,1
1521,39,119.41,6,One year,Yes,1
1522,42,119.41,4,Month-to-month,Yes,0
1523,58,119.41,9,Month-to-month,No,1
1524,12,119.41,6,Two year,No,0
1525,3,119.41,9,Month-to-month,No,1
1526,18,119.41,3,Month-to-month,No,0
1527,40,119.41,8,Month-to-month,No,1
1528,21,119.41,9,Month-to-month,No,1
1529,15,119.41,1,Two year,No,0
1530,26,119.41,8,Month-to-month,No,1
1531,8,119.41,8,One year,No,1
1532,42,119.41,4,Two year,Yes,0
1533,44,119.41,0,One year,No,0
1534,14,119.41,6,Month-to-month,No,1
1535,2,119.41,9,One year,No,1
1536,37,119.41,9,Month-to-month,No,1
1537,69,119.41,3,Month-to-month,No,0
1538,38,119.41,8,One year,Yes,1
1539,41,119.41,5,Two year,No,0
1540,62,119.41,2,One year,No,0
1541,60,119.41,5,Two year,Yes,0
1542,14,119.41,9,One year,No,1
1543,2,119.41,5,One year,No,0
1544,70,119.41,4,Two year,No,0
1545,17,119.41,1,Month-to-month,No,0
1546,28,119.41,9,Month-to-month,Yes,1
1547,66,119.41,9,One year,No,1
1548,35,119.41,1,One year,No,0
1549,5,119.41,6,Month-to-month,No,1
1550,65,119.41,1,Month-to-month,No,0
1551,40,119.41,5,Month-to-month,Yes,0
1552,56,119.41,4,One year,No,0
1553,36,119.41,3,Two year,No,0
1554,45,119.41,6,Two year,No,1
1555,23,119.41,7,One year,No,0
1556,47,119.41,3,Two year,No,0
1557,31,119.41,0,Month-to-month,No,0
1558,11,119.41,0,Month-to-month,No,1
1559,10,119.41,0,Month-to-month,No,1
1560,67,119.41,0,One year,Yes,0
1561,14,119.41,4,Month-to-month,No,0
1562,10,119.41,3,One year,No,0
1563,1,119.41,8,One year,No,1
1564,5,119.41,2,Month-to-month,No,1
1565,20,119.41,6,Two year,No,1
1566,8,119.41,7,One year,No,1
1567,43,119.41,5,Month-to-month,Yes,0
1568,1,119.41,9,Month-to-month,No,1
1569,57,119.41,0,One year,No,0
1570,64,119.41,7,Month-to-month,No,1
1571,28,119.41,9,Month-to-month,No,1
1572,37,119.41,2,One year,No,0
1573,47,119.41,7,Two year,No,0
1574,37,119.41,3,Month-to-month,Yes,0
1575,49,119.41,7,Two year,No,0
1576,44,119.41,0,Two year,No,0
1577,56,119.41,2,Month-to-month,No,0
1578,28,119.41,5,One year,Yes,0
1579,6,119.41,8,Month-to-month,No,1
1580,61,119.41,1,Month-to-month,No,0
1581,20,119.41,0,One year,Yes,0
1582,2,119.41,9,One year,No,1
1583,37,119.41,2,Month-to-month,Yes,0
1584,20,119.41,3,Two year,No,0
1585,26,119.41,4,One year,No,0
1586,29,119.41,2,Two year,No,0
1587,1,119.41,9,Month-to-month,No,1
1588,35,119.41,1,Two year,Yes,0
1589,70,119.41,1,Month-to-month,No,0
1590,59,119.41,6,Month-to-month,No,1
1591,69,119.41,8,One year,No,0
1592,33,119.41,9,One year,No,1
1593,51,119.41,1,One year,No,0
1594,12,119.41,6,Month-to-month,Yes,1
1595,20,119.41,6,Month-to-month,Yes,1
1596,53,119.41,6,One year,Yes,1
1597,43,119.41,2,Month-to-month,No,0
1598,50,119.41,6,One year,No,0
1599,29,119.41,0,Month-to-month,No,0
1600,57,119.41,9,Two year,No,0
1601,39,119.41,0,One year,No,0
1602,56,119.41,4,One year,No,0
1603,43,119.41,1,Two year,Yes,0
1604,50,119.41,8,One year,No,1
1605,23,119.41,6,Month-to-month,Yes,1
1606,44,119.41,3,Month-to-month,No,0
1607,38,119.41,3,One year,No,0
1608,23,119.41,1,Month-to-month,Yes,0
1609,45,119.41,4,One year,No,0
1610,52,119.41,3,Month-to-month,Yes,0
1611,50,119.41,0,Month-to-month,No,0
1612,8,119.41,7,One year,No,1
1613,1,119.41,2,Two year,No,0
1614,8,119.41,5,One year,No,0
1615,29,119.41,3,Two year,No,0
1616,5,119.41,8,Two year,No,1
1617,47,119.41,6,Month-to-month,Yes,1
1618,34,119.41,8,Month-to-month,Yes,1
1619,65,119.41,9,One year,Yes,1
1620,55,119.41,2,Two year,No,0
1621,43,119.41,0,One year,No,0
1622,30,119.41,4,Two year,No,0
1623,17,119.41,2,Month-to-month,No,0
1624,26,119.41,5,Month-to-month,Yes,0
1625,8,119.41,7,One year,Yes,1
1626,47,119.41,3,Month-to-month,No,0
1627,46,119.41,4,Month-to-month,Yes,0
1628,68,119.41,4,Month-to-month,No,0
1629,33,119.41,3,Month-to-month,No,0
1630,1,119.41,3,One year,No,0
1631,19,119.41,3,Two year,No,0
1632,31,119.41,3,Two year,No,0
1633,14,119.41,3,One year,No,0
1634,53,119.41,4,Month-to-month,Yes,0
1635,48,119.41,1,One year,No,0
1636,69,119.41,1,Month-to-month,Yes,0
1637,62,119.41,8,Month-to-month,Yes,1
1638,66,119.41,1,Month-to-month,No,0
1639,64,119.41,5,Two year,No,0
1640,70,119.41,1,Two year,Yes,0
1641,63,119.41,4,One year,Yes,0
1642,33,119.41,3,One year,Yes,0
1643,41,119.41,6,Month-to-month,No,1
1644,48,119.41,6,One year,No,0
1645,13,119.41,5,One year,Yes,0
1646,31,119.41,9,Month-to-month,No,1
1647,68,119.41,4,Month-to-month,No,0
1648,4,119.41,0,Two year,No,0
1649,19,119.41,2,One year,No,0
1650,70,119.41,8,Two year,No,0
1651,13,119.41,0,Two year,No,0
1652,23,119.41,4,Two year,No,0
1653,1,119.41,1,Month-to-month,Yes,1
1654,54,119.41,3,Month-to-month,No,0
1655,71,119.41,0,Month-to-month,No,0
1656,15,119.41,2,Month-to-month,Yes,0
1657,65,119.41,9,One year,Yes,0
1658,71,119.41,6,One year,Yes,0
1659,15,119.41,9,One year,No,0
1660,21,119.41,2,Month-to-month,Yes,0
1661,19,119.41,3,Two year,No,0
1662,60,119.41,1,Month-to-month,No,0
1663,33,119.41,2,Month-to-month,No,0
1664,49,119.41,8,One year,No,1
1665,35,119.41,2,One year,No,0
1666,44,119.41,4,Month-to-month,Yes,0
1667,11,119.41,1,Month-to-month,No,1
1668,66,119.41,3,One year,Yes,0
1669,46,119.41,6,Month-to-month,No,1
1670,9,119.41,6,Month-to-month,No,1
1671,3,119.41,2,One year,No,0
1672,26,119.41,4,Month-to-month,No,0
1673,48,119.41,0,Month-to-month,Yes,0
1674,66,119.41,9,Month-to-month,No,1
1675,70,119.41,9,Two year,No,1
1676,28,119.41,9,Two year,Yes,0
1677,26,119.41,0,Month-to-month,No,0
1678,25,119.41,4,Month-to-month,No,0
1679,12,119.41,9,Month-to-month,No,1
1680,5,119.41,8,Month-to-month,No,1
1681,48,119.41,0,One year,Yes,0
1682,37,119.41,0,One year,No,0
1683,44,119.41,3,Month-to-month,No,0
1684,15,119.41,3,Month-to-month,Yes,0
1685,43,119.41,1,Month-to-month,No,0
1686,48,119.41,8,Month-to-month,Yes,1
1687,70,119.41,8,Month-to-month,No,1
1688,46,119.41,1,One year,Yes,0
1689,43,119.41,8,One year,No,1
1690,21,119.41,5,One year,No,0
1691,23,119.41,7,Month-to-month,No,1
1692,47,119.41,9,One year,Yes,0
1693,15,119.41,3,Month-to-month,No,0
1694,25,119.41,1,Month-to-month,No,0
1695,36,119.41,1,One year,Yes,0
1696,51,119.41,8,Month-to-month,No,1
1697,15,119.41,0,One year,No,0
1698,68,119.41,6,One year,No,0
1699,21,119.41,2,Two year,Yes,0
1700,13,119.41,2,Two year,No,0
1701,19,119.41,1,Month-to-month,Yes,0
1702,34,119.41,9,Two year,No,0
1703,68,119.41,5,One year,Yes,0
1704,52,119.41,9,One year,No,0
1705,27,119.41,1,Month-to-month,No,0
1706,29,119.41,9,Two year,Yes,0
1707,28,119.41,3,Month-to-month,No,0
1708,35,119.41,9,Two year,No,1
1709,8,119.41,8,Month-to-month,Yes,1
1710,16,119.41,8,One year,No,1
1711,36,119.41,5,Month-to-month,No,0
1712,30,119.41,3,Month-to-month,No,0
1713,18,119.41,6,Month-to-month,No,1
1714,2,119.41,0,Month-to-month,No,1
1715,49,119.41,3,Month-to-month,No,0
1716,4,119.41,4,Month-to-month,No,1
1717,7,119.41,7,One year,No,1
1718,39,119.41,1,Two year,No,0
1719,13,119.41,4,One year,No,0
1720,31,119.41,5,Month-to-month,No,0
1721,71,119.41,4,Month-to-month,No,0
1722,63,119.41,8,Month-to-month,Yes,1
1723,56,119.41,9,Two year,Yes,1
1724,42,119.41,0,Two year,No,0
1725,61,119.41,2,Month-to-month,Yes,0
1726,42,119.41,1,Month-to-month,No,0
1727,56,119.41,2,Two year,Yes,0
1728,36,119.41,9,Two year,Yes,0
1729,68,119.41,8,Two year,Yes,0
1730,7,119.41,8,Two year,No,1
1731,54,119.41,9,Month-to-month,Yes,1
1732,1,119.41,1,Month-to-month,No,1
1733,44,119.41,2,Month-to-month,No,0
1734,45,119.41,3,Month-to-month,No,0
1735,47,119.41,8,Month-to-month,No,1
1736,13,119.41,2,One year,No,0
1737,22,119.41,6,Month-to-month,No,1
1738,21,119.41,2,Month-to-month,No,0
1739,9,119.41,6,Month-to-month,No,1
1740,26,119.41,6,Month-to-month,No,1
1741,9,119.41,8,Month-to-month,No,1
1742,15,119.41,1,Two year,No,0
1743,10,119.41,5,Two year,No,0
1744,42,119.41,8,Month-to-month,No,1
1745,24,119.41,1,One year,Yes,0
1746,49,119.41,1,Month-to-month,No,0
1747,26,119.41,4,One year,No,0
1748,37,119.41,9,Month-to-month,No,1
1749,68,119.41,9,Month-to-month,No,1
1750,50,119.41,9,Two year,No,0
1751,24,119.41,7,Month-to-month,No,1
1752,19,119.41,8,Month-to-month,No,1
1753,60,119.41,1,Month-to-month,No,0
1754,39,119.41,4,Month-to-month,No,0
1755,18,119.41,6,Month-to-month,No,1
1756,19,119.41,5,Two year,No,0
1757,36,119.41,5,One year,Yes,0
1758,55,119.41,6,One year,Yes,0
1759,69,119.41,2,Month-to-month,No,0
1760,47,119.41,2,Month-to-month,No,0
1761,49,119.41,9,Month-to-month,No,1
1762,33,119.41,8,Month-to-month,Yes,1
1763,21,119.41,7,One year,Yes,0
1764,22,119.41,4,Month-to-month,No,0
1765,48,119.41,5,Two year,Yes,0
1766,37,119.41,9,Month-to-month,Yes,1
1767,15,119.41,0,Month-to-month,Yes,0
1768,35,119.41,9,Month-to-month,Yes,1
1769,71,119.41,0,Month-to-month,No,0
1770,32,119.41,3,Month-to-month,No,0
1771,11,119.41,1,Month-to-month,Yes,1
1772,10,119.41,6,Month-to-month,Yes,1
1773,57,119.41,1,One year,No,0
1774,25,119.41,9,One year,No,0
1775,2,119.41,1,Month-to-month,No,1
1776,64,119.41,4,Month-to-month,No,0
1777,35,119.41,3,One year,No,0
1778,7,119.41,7,Two year,No,1
1779,18,119.41,3,One year,No,0
1780,67,119.41,5,Month-to-month,No,0
1781,42,119.41,4,One year,Yes,0
1782,39,119.41,1,One year,Yes,0
1783,41,119.41,7,Month-to-month,Yes,1
1784,24,119.41,1,Two year,No,0
1785,60,119.41,8,Month-to-month,Yes,1
1786,46,119.41,8,Two year,Yes,1
1787,19,119.41,2,One year,No,0
1788,68,119.41,3,One year,No,0
1789,42,119.41,7,One year,Yes,1
1790,32,119.41,8,Month-to-month,No,1
1791,39,119.41,2,One year,Yes,0
1792,36,119.41,4,Two year,No,0
1793,36,119.41,7,One year,Yes,0
1794,3,119.41,2,Two year,No,0
1795,8,119.41,6,Two year,Yes,1
1796,70,119.41,7,Two year,No,1
1797,41,119.41,9,One year,Yes,0
1798,68,119.41,2,One year,Yes,0
1799,13,119.41,1,Month-to-month,Yes,0
1800,49,119.41,9,One year,Yes,1
1801,60,119.41,6,Month-to-month,No,1
1802,2,119.41,8,Month-to-month,No,1
1803,60,119.41,0,Month-to-month,No,0
1804,5,119.41,2,Two year,No,0
1805,44,119.41,4,Two year,No,0
1806,27,119.41,2,One year,No,0
1807,32,119.41,0,Month-to-month,Yes,0
1808,21,119.41,6,One year,No,0
1809,8,119.41,6,One year,Yes,1
1810,50,119.41,9,Month-to-month,No,1
1811,67,119.41,7,Month-to-month,No,1
1812,44,119.41,4,Month-to-month,No,0
1813,58,119.41,9,One year,No,1
1814,3,119.41,4,One year,No,0
1815,70,119.41,4,Month-to-month,No,0
1816,2,119.41,0,Two year,No,0
1817,44,119.41,9,Month-to-month,No,1
1818,2,119.41,4,Month-to-month,No,1
1819,35,119.41,5,Month-to-month,No,0
1820,30,119.41,0,Month-to-month,No,0
1821,8,119.41,6,Month-to-month,No,1
1822,22,119.41,0,Month-to-month,No,0
1823,44,119.41,1,One year,No,0
1824,58,119.41,1,Month-to-month,No,0
1825,36,119.41,4,One year,No,0
1826,69,119.41,9,One year,No,0
1827,31,119.41,6,Month-to-month,Yes,1
1828,47,119.41,0,One year,No,0
1829,55,119.41,9,Month-to-month,No,1
1830,62,119.41,0,Two year,No,0
1831,30,119.41,0,Two year,Yes,0
1832,55,119.41,5,Month-to-month,No,0
1833,16,119.41,1,Two year,No,0
1834,12,119.41,0,One year,No,0
1835,17,119.41,5,Two year,No,0
1836,16,119.41,1,One year,No,0
1837,12,119.41,5,Month-to-month,No,0
1838,8,119.41,9,Two year,No,1
1839,3,119.41,7,Month-to-month,No,1
1840,16,119.41,1,Month-to-month,No,0
1841,30,119.41,8,Month-to-month,Yes,1
1842,23,119.41,7,Month-to-month,No,1
1843,5,119.41,9,One year,No,1
1844,65,119.41,0,One year,No,0
1845,30,119.41,6,Two year,No,1
1846,21,119.41,9,Month-to-month,No,1
1847,70,119.41,5,Two year,Yes,0
1848,22,119.41,5,Two year,Yes,0
1849,32,119.41,5,Month-to-month,No,0
1850,33,119.41,5,Month-to-month,No,0
1851,16,119.41,9,Two year,No,0
1852,38,119.41,6,One year,No,1
1853,14,119.41,2,One year,No,0
1854,36,119.41,5,One year,No,0
1855,23,119.41,2,Month-to-month,Yes,0
1856,66,119.41,6,Month-to-month,No,1
1857,2,119.41,6,One year,No,1
1858,65,119.41,7,Month-to-month,Yes,1
1859,67,119.41,1,One year,No,0
1860,52,119.41,8,Two year,Yes,1
1861,62,119.41,4,One year,Yes,0
1862,23,119.41,8,Two year,No,0
1863,26,119.41,9,Month-to-month,No,1
1864,68,119.41,4,One year,No,0
1865,55,119.41,6,One year,No,1
1866,6,119.41,8,Two year,Yes,1
1867,35,119.41,3,One year,No,0
1868,22,119.41,1,Month-to-month,No,0
1869,43,119.41,8,Two year,No,0
1870,15,119.41,1,One year,No,0
1871,60,119.41,2,Month-to-month,No,0
1872,12,119.41,9,One year,No,1
1873,49,119.41,1,Two year,No,0
1874,42,119.41,2,One year,No,0
1875,38,119.41,5,Month-to-month,No,0
1876,45,119.41,2,Two year,Yes,0
1877,35,119.41,9,One year,No,1
1878,30,119.41,7,One year,Yes,0
1879,30,119.41,5,Month-to-month,No,0
1880,6,119.41,6,Month-to-month,No,1
1881,67,119.41,0,One year,No,0
1882,7,119.41,2,Two year,No,0
1883,52,119.41,2,Month-to-month,No,0
1884,14,119.41,1,Month-to-month,No,0
1885,15,119.41,6,Month-to-month,No,1
1886,21,119.41,8,One year,Yes,1
1887,35,119.41,3,Month-to-month,No,0
1888,66,119.41,4,Month-to-month,No,0
1889,2,119.41,2,Month-to-month,No,1
1890,35,119.41,8,One year,No,1
1891,20,119.41,3,Month-to-month,No,0
1892,10,119.41,4,Month-to-month,No,1
1893,25,119.41,0,Two year,Yes,0
1894,66,119.41,1,Month-to-month,No,0
1895,25,119.41,8,Month-to-month,Yes,1
1896,54,119.41,1,Two year,Yes,0
1897,33,119.41,4,Month-to-month,No,0
1898,36,119.41,7,One year,Yes,1
1899,14,119.41,2,Month-to-month,No,0
1900,65,119.41,5,One year,No,0
1901,54,119.41,3,Month-to-month,No,0
1902,52,119.41,6,Two year,No,0
1903,3,119.41,9,Month-to-month,No,1
1904,41,119.41,2,Month-to-month,Yes,0
1905,6,119.41,5,One year,No,0
1906,25,119.41,9,Two year,No,0
1907,13,119.41,8,Month-to-month,Yes,1
1908,8,119.41,9,Two year,No,1
1909,21,119.41,0,Month-to-month,No,0
1910,68,119.41,2,One year,Yes,0
1911,25,119.41,1,Month-to-month,No,0
1912,68,119.41,7,One year,No,1
1913,45,119.41,6,Month-to-month,Yes,1
1914,60,119.41,1,Month-to-month,No,0
1915,12,119.41,5,Month-to-month,No,0
1916,32,119.41,2,Month-to-month,No,0
1917,13,119.41,7,Two year,No,0
1918,31,119.41,9,Two year,Yes,1
1919,20,119.41,2,One year,No,0
1920,18,119.41,9,Month-to-month,No,1
1921,60,119.41,8,Month-to-month,No,1
1922,63,119.41,0,One year,No,0
1923,6,119.41,4,Two year,Yes,0
1924,32,119.41,2,Month-to-month,Yes,0
1925,43,119.41,5,Two year,Yes,0
1926,2,119.41,9,Two year,No,1
1927,60,119.41,1,Two year,Yes,0
1928,23,119.41,8,Month-to-month,Yes,1
1929,31,119.41,5,Month-to-month,No,0
1930,5,119.41,6,Month-to-month,No,1
1931,34,119.41,4,One year,No,0
1932,10,119.41,8,Month-to-month,Yes,1
1933,2,119.41,0,Month-to-month,No,1
1934,11,119.41,4,One year,Yes,0
1935,50,119.41,9,Month-to-month,No,1
1936,31,119.41,5,Month-to-month,No,0
1937,56,119.41,6,One year,No,1
1938,9,119.41,3,One year,Yes,0
1939,21,119.41,0,One year,No,0
1940,28,119.41,7,Month-to-month,No,1
1941,62,119.41,9,One year,No,0
1942,7,119.41,3,One year,No,0
1943,16,119.41,2,Month-to-month,No,0
1944,4,119.41,6,One year,No,1
1945,4,119.41,1,Month-to-month,No,1
1946,40,119.41,7,Month-to-month,No,1
1947,17,119.41,5,Month-to-month,Yes,0
1948,52,119.41,6,Month-to-month,No,1
1949,52,119.41,4,Month-to-month,Yes,0
1950,36,119.41,8,Two year,No,0
1951,38,119.41,4,Month-to-month,Yes,0
1952,50,119.41,4,Two year,No,0
1953,63,119.41,2,One year,No,0
1954,63,119.41,0,Month-to-month,Yes,0
1955,62,119.41,1,Month-to-month,No,0
1956,7,119.41,7,One year,No,1
1957,27,119.41,0,One year,No,0
1958,14,119.41,6,Month-to-month,No,1
1959,71,119.41,4,Month-to-month,No,0
1960,5,119.41,2,One year,Yes,0
1961,55,119.41,6,Month-to-month,No,1
1962,2,119.41,8,Two year,No,1
1963,62,119.41,1,One year,No,0
1964,21,119.41,7,Month-to-month,No,1
1965,21,119.41,8,Month-to-month,No,1
1966,10,119.41,2,Month-to-month,No,1
1967,58,119.41,1,Two year,No,0
1968,39,119.41,6,Month-to-month,No,1
1969,5,119.41,4,Month-to-month,Yes,1
1970,65,119.41,4,One year,No,0
1971,13,119.41,9,Month-to-month,No,1
1972,53,119.41,4,Month-to-month,No,0
1973,45,119.41,3,Two year,No,0
1974,32,119.41,4,Month-to-month,Yes,0
1975,36,119.41,3,Two year,No,0
1976,60,119.41,5,Two year,Yes,0
1977,11,119.41,3,Month-to-month,Yes,1
1978,63,119.41,1,Month-to-month,No,0
1979,21,119.41,8,Month-to-month,No,1
1980,52,119.41,1,One year,No,0
1981,55,119.41,8,Month-to-month,Yes,1
1982,26,119.41,9,Two year,Yes,1
1983,68,119.41,5,One year,No,0
1984,34,119.41,8,Month-to-month,No,1
1985,52,119.41,8,One year,No,1
1986,52,119.41,2,Month-to-month,Yes,0
1987,29,119.41,0,Two year,No,0
1988,38,119.41,0,One year,No,0
1989,42,119.41,2,Month-to-month,Yes,0
1990,21,119.41,4,Month-to-month,No,0
1991,42,119.41,2,Two year,No,0
1992,13,119.41,8,One year,Yes,1
1993,64,119.41,8,Two year,Yes,0
1994,17,119.41,2,Month-to-month,No,0
1995,9,119.41,2,Month-to-month,Yes,1
1996,41,119.41,4,Month-to-month,Yes,0
1997,1,119.41,1,One year,No,0
1998,2,119.41,5,Month-to-month,Yes,1
1999,60,119.41,6,Month-to-month,No,1
2000,48,119.41,8,One year,Yes,0
2001,29,119.41,5,One year,No,0
2002,10,119.41,2,Month-to-month,No,1
2003,58,119.41,4,Month-to-month,No,0
2004,60,119.41,3,One year,No,0
2005,21,119.41,4,Month-to-month,Yes,0
2006,28,119.41,7,Month-to-month,No,1
2007,34,119.41,7,Month-to-month,Yes,1
2008,8,119.41,5,One year,Yes,0
2009,59,119.41,0,Two year,No,0
2010,49,119.41,7,Month-to-month,No,1
2011,17,119.41,7,Month-to-month,No,1
2012,60,119.41,1,Two year,Yes,0
2013,45,119.41,3,Two year,No,0
2014,69,119.41,1,One year,Yes,0
2015,32,119.41,3,Two year,No,0
2016,44,119.41,9,One year,No,1
2017,65,119.41,6,One year,No,0
2018,8,119.41,8,Month-to-month,No,1
2019,43,119.41,7,Month-to-month,No,1
2020,1,119.41,8,Month-to-month,No,1
2021,51,119.41,7,Two year,No,1
2022,24,119.41,1,Two year,No,0
2023,24,119.41,6,One year,No,0
2024,17,119.41,1,Month-to-month,No,0
2025,5,119.41,1,Month-to-month,No,1
2026,20,119.41,3,Month-to-month,Yes,0
2027,21,119.41,0,Month-to-month,No,0
2028,58,119.41,4,One year,No,0
2029,31,119.41,5,Two year,No,0
2030,11,119.41,8,Month-to-month,Yes,1
2031,52,119.41,9,Month-to-month,Yes,1
2032,15,119.41,7,One year,No,1
2033,7,119.41,1,Month-to-month,No,1
2034,28,119.41,0,Two year,No,0
2035,51,119.41,1,Month-to-month,Yes,0
2036,58,119.41,6,Month-to-month,No,1
2037,5,119.41,3,Month-to-month,Yes,1
2038,5,119.41,9,Month-to-month,Yes,1
2039,8,119.41,4,One year,Yes,0
2040,64,119.41,6,Month-to-month,No,1
2041,10,119.41,2,Month-to-month,No,1
2042,38,119.41,9,Month-to-month,No,1
2043,8,119.41,1,Month-to-month,No,1
2044,25,119.41,6,Month-to-month,No,1
2045,66,119.41,4,One year,No,0
2046,50,119.41,0,One year,No,0
2047,67,119.41,0,Two year,No,0
2048,49,119.41,8,Month-to-month,No,1
2049,36,119.41,4,Month-to-month,No,0
2050,68,119.41,0,Month-to-month,No,0
2051,41,119.41,6,Month-to-month,No,1
2052,62,119.41,8,One year,No,1
2053,10,119.41,0,Two year,Yes,0
2054,21,119.41,9,One year,No,0
2055,36,119.41,3,Month-to-month,No,0
2056,12,119.41,2,Month-to-month,Yes,0
2057,2,119.41,4,Two year,No,0
2058,13,119.41,6,Month-to-month,No,1
